image_type;filename;flag;info
bias_blue;UVES.2016-04-18T10:36:45.570;NULL;NULL
bias_blue;UVES.2016-04-18T10:37:31.153;NULL;NULL
bias_blue;UVES.2016-04-18T10:38:16.727;NULL;NULL
bias_blue;UVES.2016-04-18T10:39:02.300;NULL;NULL
bias_blue;UVES.2016-04-18T10:39:47.874;NULL;NULL
bias_blue;UVES.2016-04-19T10:36:05.461;NULL;NULL
bias_blue;UVES.2016-04-19T10:36:51.045;NULL;NULL
bias_blue;UVES.2016-04-19T10:37:36.628;NULL;NULL
bias_blue;UVES.2016-04-19T10:38:22.211;NULL;NULL
bias_blue;UVES.2016-04-19T10:39:07.785;NULL;NULL
bias_blue;UVES.2016-04-20T08:35:59.409;NULL;NULL
bias_blue;UVES.2016-04-20T08:36:44.992;NULL;NULL
bias_blue;UVES.2016-04-20T08:37:30.565;NULL;NULL
bias_blue;UVES.2016-04-20T08:38:16.149;NULL;NULL
bias_blue;UVES.2016-04-20T08:39:01.733;NULL;NULL
bias_blue;UVES.2016-04-21T04:59:05.988;NULL;NULL
bias_blue;UVES.2016-04-21T04:59:51.571;NULL;NULL
bias_blue;UVES.2016-04-21T05:00:37.145;NULL;NULL
bias_blue;UVES.2016-04-21T05:01:22.728;NULL;NULL
bias_blue;UVES.2016-04-21T05:02:08.311;NULL;NULL
bias_blue;UVES.2016-04-22T10:11:11.914;NULL;NULL
bias_blue;UVES.2016-04-22T10:11:57.498;NULL;NULL
bias_blue;UVES.2016-04-22T10:12:43.082;NULL;NULL
bias_blue;UVES.2016-04-22T10:14:14.248;NULL;NULL
bias_blue;UVES.2016-04-23T10:25:02.804;NULL;NULL
bias_blue;UVES.2016-04-23T10:25:48.377;NULL;NULL
bias_blue;UVES.2016-04-23T10:26:33.961;NULL;NULL
bias_blue;UVES.2016-04-23T10:27:19.544;NULL;NULL
bias_blue;UVES.2016-04-23T10:28:05.128;NULL;NULL
bias_blue;UVES.2016-04-24T08:57:16.840;NULL;NULL
bias_blue;UVES.2016-04-24T08:58:02.423;NULL;NULL
bias_blue;UVES.2016-04-24T08:58:48.017;NULL;NULL
bias_blue;UVES.2016-04-24T08:59:33.600;NULL;NULL
bias_blue;UVES.2016-04-24T09:00:19.174;NULL;NULL
bias_blue;UVES.2016-04-25T10:35:08.668;NULL;NULL
bias_blue;UVES.2016-04-25T10:35:54.252;NULL;NULL
bias_blue;UVES.2016-04-25T10:36:39.836;NULL;NULL
bias_blue;UVES.2016-04-25T10:37:25.419;NULL;NULL
bias_blue;UVES.2016-04-25T10:38:11.003;NULL;NULL
bias_blue;UVES.2016-04-26T10:25:57.834;NULL;NULL
bias_blue;UVES.2016-04-26T10:26:43.417;NULL;NULL
bias_blue;UVES.2016-04-26T10:27:28.990;NULL;NULL
bias_blue;UVES.2016-04-26T10:28:14.563;NULL;NULL
bias_blue;UVES.2016-04-26T10:29:00.137;NULL;NULL
bias_blue;UVES.2016-04-27T10:33:27.934;NULL;NULL
bias_blue;UVES.2016-04-27T10:34:13.517;NULL;NULL
bias_blue;UVES.2016-04-27T10:34:59.091;NULL;NULL
bias_blue;UVES.2016-04-27T10:35:44.664;NULL;NULL
bias_blue;UVES.2016-04-27T10:36:30.238;NULL;NULL
bias_blue;UVES.2016-04-28T10:44:04.576;NULL;NULL
bias_blue;UVES.2016-04-28T10:44:50.159;NULL;NULL
bias_blue;UVES.2016-04-28T10:45:35.734;NULL;NULL
bias_blue;UVES.2016-04-28T10:46:21.307;NULL;NULL
bias_blue;UVES.2016-04-28T10:47:06.880;NULL;NULL
bias_blue;UVES.2016-04-29T11:12:29.939;NULL;NULL
bias_blue;UVES.2016-04-29T11:13:15.523;NULL;NULL
bias_blue;UVES.2016-04-29T11:14:01.106;NULL;NULL
bias_blue;UVES.2016-04-29T11:14:46.690;NULL;NULL
bias_blue;UVES.2016-04-29T11:15:32.273;NULL;NULL
bias_blue;UVES.2016-04-29T12:57:26.543;NULL;NULL
bias_blue;UVES.2016-04-29T12:58:12.126;NULL;NULL
bias_blue;UVES.2016-04-29T12:58:57.700;NULL;NULL
bias_blue;UVES.2016-04-29T12:59:43.273;NULL;NULL
bias_blue;UVES.2016-04-29T13:00:28.847;NULL;NULL
bias_blue;UVES.2016-04-29T13:36:58.020;NULL;NULL
bias_blue;UVES.2016-04-29T13:37:43.613;NULL;NULL
bias_blue;UVES.2016-04-29T13:38:29.186;NULL;NULL
bias_blue;UVES.2016-04-29T13:39:14.761;NULL;NULL
bias_blue;UVES.2016-04-29T13:40:00.334;NULL;NULL
bias_blue;UVES.2016-04-30T10:48:55.560;NULL;NULL
bias_blue;UVES.2016-04-30T10:49:41.144;NULL;NULL
bias_blue;UVES.2016-04-30T10:50:26.727;NULL;NULL
bias_blue;UVES.2016-04-30T10:51:12.311;NULL;NULL
bias_blue;UVES.2016-04-30T10:51:57.895;NULL;NULL
bias_blue;UVES.2016-05-01T10:53:35.984;NULL;NULL
bias_blue;UVES.2016-05-01T10:54:21.567;NULL;NULL
bias_blue;UVES.2016-05-01T10:55:07.150;NULL;NULL
bias_blue;UVES.2016-05-01T10:55:52.734;NULL;NULL
bias_blue;UVES.2016-05-01T10:56:38.308;NULL;NULL
bias_blue;UVES.2016-05-02T10:54:25.804;NULL;NULL
bias_blue;UVES.2016-05-02T10:55:11.387;NULL;NULL
bias_blue;UVES.2016-05-02T10:55:56.971;NULL;NULL
bias_blue;UVES.2016-05-02T10:56:42.545;NULL;NULL
bias_blue;UVES.2016-05-02T10:57:28.128;NULL;NULL
bias_blue;UVES.2016-05-03T10:29:02.110;NULL;NULL
bias_blue;UVES.2016-05-03T10:29:47.694;NULL;NULL
bias_blue;UVES.2016-05-03T10:30:33.278;NULL;NULL
bias_blue;UVES.2016-05-03T10:31:18.861;NULL;NULL
bias_blue;UVES.2016-05-03T10:32:04.445;NULL;NULL
bias_blue;UVES.2016-05-04T14:28:37.378;NULL;NULL
bias_blue;UVES.2016-05-04T14:29:22.961;NULL;NULL
bias_blue;UVES.2016-05-04T14:30:08.545;NULL;NULL
bias_blue;UVES.2016-05-04T14:30:54.128;NULL;NULL
bias_blue;UVES.2016-05-04T14:31:39.712;NULL;NULL
bias_blue;UVES.2016-05-05T08:55:00.202;NULL;NULL
bias_blue;UVES.2016-05-05T08:55:45.785;NULL;NULL
bias_blue;UVES.2016-05-05T08:56:31.369;NULL;NULL
bias_blue;UVES.2016-05-05T08:57:16.953;NULL;NULL
bias_blue;UVES.2016-05-05T08:58:02.536;NULL;NULL
bias_blue;UVES.2016-05-06T08:55:20.334;NULL;NULL
bias_blue;UVES.2016-05-06T08:56:05.917;NULL;NULL
bias_blue;UVES.2016-05-06T08:56:51.501;NULL;NULL
bias_blue;UVES.2016-05-06T08:57:37.085;NULL;NULL
bias_blue;UVES.2016-05-06T08:58:22.669;NULL;NULL
bias_blue;UVES.2016-05-07T09:05:36.071;NULL;NULL
bias_blue;UVES.2016-05-07T09:06:21.654;NULL;NULL
bias_blue;UVES.2016-05-07T09:07:07.238;NULL;NULL
bias_blue;UVES.2016-05-07T09:07:52.821;NULL;NULL
bias_blue;UVES.2016-05-07T09:08:38.404;NULL;NULL
bias_blue;UVES.2016-05-08T09:14:42.971;NULL;NULL
bias_blue;UVES.2016-05-08T09:15:28.554;NULL;NULL
bias_blue;UVES.2016-05-08T09:16:14.138;NULL;NULL
bias_blue;UVES.2016-05-08T09:16:59.721;NULL;NULL
bias_blue;UVES.2016-05-08T09:17:45.304;NULL;NULL
bias_blue;UVES.2016-05-09T09:37:37.382;NULL;NULL
bias_blue;UVES.2016-05-09T09:38:22.966;NULL;NULL
bias_blue;UVES.2016-05-09T09:39:08.550;NULL;NULL
bias_blue;UVES.2016-05-09T09:39:54.133;NULL;NULL
bias_blue;UVES.2016-05-09T09:40:39.717;NULL;NULL
bias_blue;UVES.2016-05-10T09:40:22.812;NULL;NULL
bias_blue;UVES.2016-05-10T09:41:08.396;NULL;NULL
bias_blue;UVES.2016-05-10T09:41:53.970;NULL;NULL
bias_blue;UVES.2016-05-10T09:42:39.543;NULL;NULL
bias_blue;UVES.2016-05-10T09:43:25.116;NULL;NULL
bias_blue;UVES.2016-05-11T08:05:40.449;NULL;NULL
bias_blue;UVES.2016-05-11T08:06:26.032;NULL;NULL
bias_blue;UVES.2016-05-11T08:07:11.606;NULL;NULL
bias_blue;UVES.2016-05-11T08:07:57.189;NULL;NULL
bias_blue;UVES.2016-05-11T08:08:42.772;NULL;NULL
bias_blue;UVES.2016-05-12T10:44:25.475;NULL;NULL
bias_blue;UVES.2016-05-12T10:45:11.059;NULL;NULL
bias_blue;UVES.2016-05-12T10:45:56.642;NULL;NULL
bias_blue;UVES.2016-05-12T10:46:42.225;NULL;NULL
bias_blue;UVES.2016-05-12T10:47:27.799;NULL;NULL
bias_blue;UVES.2016-05-13T11:06:06.502;NULL;NULL
bias_blue;UVES.2016-05-13T11:06:52.085;NULL;NULL
bias_blue;UVES.2016-05-13T11:07:37.659;NULL;NULL
bias_blue;UVES.2016-05-13T11:08:23.232;NULL;NULL
bias_blue;UVES.2016-05-13T11:09:08.806;NULL;NULL
bias_blue;UVES.2016-05-14T10:31:02.978;NULL;NULL
bias_blue;UVES.2016-05-14T10:31:48.571;NULL;NULL
bias_blue;UVES.2016-05-14T10:32:34.145;NULL;NULL
bias_blue;UVES.2016-05-14T10:33:19.718;NULL;NULL
bias_blue;UVES.2016-05-14T10:34:05.291;NULL;NULL
bias_blue;UVES.2016-05-15T10:22:27.267;NULL;NULL
bias_blue;UVES.2016-05-15T10:23:12.850;NULL;NULL
bias_blue;UVES.2016-05-15T10:23:58.423;NULL;NULL
bias_blue;UVES.2016-05-15T10:24:44.007;NULL;NULL
bias_blue;UVES.2016-05-15T10:25:29.590;NULL;NULL
bias_blue;UVES.2016-05-16T10:49:19.477;NULL;NULL
bias_blue;UVES.2016-05-16T10:50:05.060;NULL;NULL
bias_blue;UVES.2016-05-16T10:50:50.643;NULL;NULL
bias_blue;UVES.2016-05-16T10:51:36.227;NULL;NULL
bias_blue;UVES.2016-05-16T10:52:21.821;NULL;NULL
bias_blue;UVES.2016-05-17T10:31:50.402;NULL;NULL
bias_blue;UVES.2016-05-17T10:32:35.995;NULL;NULL
bias_blue;UVES.2016-05-17T10:33:21.579;NULL;NULL
bias_blue;UVES.2016-05-17T10:34:07.152;NULL;NULL
bias_blue;UVES.2016-05-17T10:34:52.736;NULL;NULL
bias_blue;UVES.2016-05-18T10:50:59.863;NULL;NULL
bias_blue;UVES.2016-05-18T10:51:45.447;NULL;NULL
bias_blue;UVES.2016-05-18T10:52:31.030;NULL;NULL
bias_blue;UVES.2016-05-18T10:53:16.614;NULL;NULL
bias_blue;UVES.2016-05-18T10:54:02.197;NULL;NULL
bias_blue;UVES.2016-05-19T10:46:19.721;NULL;NULL
bias_blue;UVES.2016-05-19T10:47:05.314;NULL;NULL
bias_blue;UVES.2016-05-19T10:47:50.898;NULL;NULL
bias_blue;UVES.2016-05-19T10:48:36.481;NULL;NULL
bias_blue;UVES.2016-05-19T10:49:22.064;NULL;NULL
bias_blue;UVES.2016-05-20T10:26:31.366;NULL;NULL
bias_blue;UVES.2016-05-20T10:27:16.949;NULL;NULL
bias_blue;UVES.2016-05-20T10:28:02.523;NULL;NULL
bias_blue;UVES.2016-05-20T10:28:48.106;NULL;NULL
bias_blue;UVES.2016-05-20T10:29:33.689;NULL;NULL
bias_blue;UVES.2016-05-21T10:20:24.565;NULL;NULL
bias_blue;UVES.2016-05-21T10:21:10.148;NULL;NULL
bias_blue;UVES.2016-05-21T10:21:55.721;NULL;NULL
bias_blue;UVES.2016-05-21T10:22:41.294;NULL;NULL
bias_blue;UVES.2016-05-21T10:23:26.868;NULL;NULL
bias_blue;UVES.2016-05-22T10:11:36.072;NULL;NULL
bias_blue;UVES.2016-05-22T10:12:21.666;NULL;NULL
bias_blue;UVES.2016-05-22T10:13:07.249;NULL;NULL
bias_blue;UVES.2016-05-22T10:13:52.823;NULL;NULL
bias_blue;UVES.2016-05-22T10:14:38.407;NULL;NULL
bias_blue;UVES.2016-05-23T10:09:39.927;NULL;NULL
bias_blue;UVES.2016-05-23T10:10:25.511;NULL;NULL
bias_blue;UVES.2016-05-23T10:11:11.095;NULL;NULL
bias_blue;UVES.2016-05-23T10:11:56.688;NULL;NULL
bias_blue;UVES.2016-05-23T10:12:42.272;NULL;NULL
bias_blue;UVES.2016-05-24T10:30:18.897;NULL;NULL
bias_blue;UVES.2016-05-24T10:31:04.481;NULL;NULL
bias_blue;UVES.2016-05-24T10:31:50.065;NULL;NULL
bias_blue;UVES.2016-05-24T10:32:35.649;NULL;NULL
bias_blue;UVES.2016-05-24T10:33:21.222;NULL;NULL
bias_blue;UVES.2016-05-25T10:27:41.572;NULL;NULL
bias_blue;UVES.2016-05-25T10:28:27.155;NULL;NULL
bias_blue;UVES.2016-05-25T10:29:12.749;NULL;NULL
bias_blue;UVES.2016-05-25T10:29:58.332;NULL;NULL
bias_blue;UVES.2016-05-25T10:30:43.916;NULL;NULL
bias_blue;UVES.2016-05-26T10:23:54.081;NULL;NULL
bias_blue;UVES.2016-05-26T10:24:39.665;NULL;NULL
bias_blue;UVES.2016-05-26T10:25:25.238;NULL;NULL
bias_blue;UVES.2016-05-26T10:26:10.812;NULL;NULL
bias_blue;UVES.2016-05-26T10:26:56.385;NULL;NULL
bias_blue;UVES.2016-05-27T09:36:02.903;NULL;NULL
bias_blue;UVES.2016-05-27T09:36:48.487;NULL;NULL
bias_blue;UVES.2016-05-27T09:37:34.051;NULL;NULL
bias_blue;UVES.2016-05-27T09:38:19.634;NULL;NULL
bias_blue;UVES.2016-05-27T09:39:05.217;NULL;NULL
bias_blue;UVES.2016-05-28T09:54:39.550;NULL;NULL
bias_blue;UVES.2016-05-28T09:55:25.133;NULL;NULL
bias_blue;UVES.2016-05-28T09:56:10.707;NULL;NULL
bias_blue;UVES.2016-05-28T09:56:56.280;NULL;NULL
bias_blue;UVES.2016-05-28T09:57:41.854;NULL;NULL
bias_blue;UVES.2016-05-29T11:07:36.156;NULL;NULL
bias_blue;UVES.2016-05-29T11:08:21.740;NULL;NULL
bias_blue;UVES.2016-05-29T11:09:07.313;NULL;NULL
bias_blue;UVES.2016-05-29T11:09:52.896;NULL;NULL
bias_blue;UVES.2016-05-29T11:10:38.500;NULL;NULL
bias_blue;UVES.2016-05-30T09:55:14.765;NULL;NULL
bias_blue;UVES.2016-05-30T09:56:00.348;NULL;NULL
bias_blue;UVES.2016-05-30T09:56:45.932;NULL;NULL
bias_blue;UVES.2016-05-30T09:57:31.516;NULL;NULL
bias_blue;UVES.2016-05-30T09:58:17.099;NULL;NULL
bias_blue;UVES.2016-05-31T11:00:01.466;NULL;NULL
bias_blue;UVES.2016-05-31T11:00:47.050;NULL;NULL
bias_blue;UVES.2016-05-31T11:01:32.643;NULL;NULL
bias_blue;UVES.2016-05-31T11:02:18.226;NULL;NULL
bias_blue;UVES.2016-05-31T11:03:03.810;NULL;NULL
bias_blue;UVES.2016-06-01T10:37:06.535;NULL;NULL
bias_blue;UVES.2016-06-01T10:37:52.118;NULL;NULL
bias_blue;UVES.2016-06-01T10:38:37.702;NULL;NULL
bias_blue;UVES.2016-06-01T10:39:23.285;NULL;NULL
bias_blue;UVES.2016-06-01T10:40:08.878;NULL;NULL
bias_blue;UVES.2016-06-02T09:21:56.187;NULL;NULL
bias_blue;UVES.2016-06-02T09:22:41.771;NULL;NULL
bias_blue;UVES.2016-06-02T09:23:27.344;NULL;NULL
bias_blue;UVES.2016-06-02T09:24:12.917;NULL;NULL
bias_blue;UVES.2016-06-02T09:24:58.490;NULL;NULL
bias_blue;UVES.2016-06-03T10:53:24.540;NULL;NULL
bias_blue;UVES.2016-06-03T10:54:10.124;NULL;NULL
bias_blue;UVES.2016-06-03T10:54:55.697;NULL;NULL
bias_blue;UVES.2016-06-03T10:55:41.271;NULL;NULL
bias_blue;UVES.2016-06-03T10:56:26.854;NULL;NULL
bias_blue;UVES.2016-06-04T10:24:09.727;NULL;NULL
bias_blue;UVES.2016-06-04T10:24:55.310;NULL;NULL
bias_blue;UVES.2016-06-04T10:25:40.914;NULL;NULL
bias_blue;UVES.2016-06-04T10:26:26.487;NULL;NULL
bias_blue;UVES.2016-06-04T10:27:12.061;NULL;NULL
bias_blue;UVES.2016-06-05T10:50:38.536;NULL;NULL
bias_blue;UVES.2016-06-05T10:51:24.120;NULL;NULL
bias_blue;UVES.2016-06-05T10:52:09.703;NULL;NULL
bias_blue;UVES.2016-06-05T10:52:55.277;NULL;NULL
bias_blue;UVES.2016-06-05T10:53:40.860;NULL;NULL
bias_blue;UVES.2016-06-06T09:37:17.667;NULL;NULL
bias_blue;UVES.2016-06-06T09:38:03.281;NULL;NULL
bias_blue;UVES.2016-06-06T09:38:48.864;NULL;NULL
bias_blue;UVES.2016-06-06T09:39:34.447;NULL;NULL
bias_blue;UVES.2016-06-06T09:40:20.031;NULL;NULL
bias_blue;UVES.2016-06-07T09:08:16.127;NULL;NULL
bias_blue;UVES.2016-06-07T09:09:01.720;NULL;NULL
bias_blue;UVES.2016-06-07T09:09:47.294;NULL;NULL
bias_blue;UVES.2016-06-07T09:10:32.867;NULL;NULL
bias_blue;UVES.2016-06-07T09:11:18.440;NULL;NULL
bias_blue;UVES.2016-06-08T11:00:20.261;NULL;NULL
bias_blue;UVES.2016-06-08T11:01:05.845;NULL;NULL
bias_blue;UVES.2016-06-08T11:01:51.428;NULL;NULL
bias_blue;UVES.2016-06-08T11:02:37.012;NULL;NULL
bias_blue;UVES.2016-06-08T11:03:22.596;NULL;NULL
bias_blue;UVES.2016-06-09T10:35:37.839;NULL;NULL
bias_blue;UVES.2016-06-09T10:36:23.422;NULL;NULL
bias_blue;UVES.2016-06-09T10:37:09.013;NULL;NULL
bias_blue;UVES.2016-06-09T10:37:54.589;NULL;NULL
bias_blue;UVES.2016-06-09T10:38:40.172;NULL;NULL
bias_blue;UVES.2016-06-10T09:02:12.974;NULL;NULL
bias_blue;UVES.2016-06-10T09:02:58.558;NULL;NULL
bias_blue;UVES.2016-06-10T09:03:44.141;NULL;NULL
bias_blue;UVES.2016-06-10T09:04:29.724;NULL;NULL
bias_blue;UVES.2016-06-10T09:05:15.308;NULL;NULL
bias_blue;UVES.2016-06-11T10:45:33.405;NULL;NULL
bias_blue;UVES.2016-06-11T10:46:18.989;NULL;NULL
bias_blue;UVES.2016-06-11T10:47:04.572;NULL;NULL
bias_blue;UVES.2016-06-11T10:47:50.156;NULL;NULL
bias_blue;UVES.2016-06-11T10:48:35.749;NULL;NULL
bias_blue;UVES.2016-06-12T10:34:10.897;NULL;NULL
bias_blue;UVES.2016-06-12T10:34:56.481;NULL;NULL
bias_blue;UVES.2016-06-12T10:35:42.064;NULL;NULL
bias_blue;UVES.2016-06-12T10:36:27.647;NULL;NULL
bias_blue;UVES.2016-06-12T10:37:13.231;NULL;NULL
bias_blue;UVES.2016-06-13T11:09:49.151;NULL;NULL
bias_blue;UVES.2016-06-13T11:10:34.735;NULL;NULL
bias_blue;UVES.2016-06-13T11:11:20.318;NULL;NULL
bias_blue;UVES.2016-06-13T11:12:05.901;NULL;NULL
bias_blue;UVES.2016-06-13T11:12:51.485;NULL;NULL
bias_blue;UVES.2016-06-14T10:45:43.936;NULL;NULL
bias_blue;UVES.2016-06-14T10:46:29.519;NULL;NULL
bias_blue;UVES.2016-06-14T10:47:15.093;NULL;NULL
bias_blue;UVES.2016-06-14T10:48:00.666;NULL;NULL
bias_blue;UVES.2016-06-14T10:48:46.240;NULL;NULL
bias_blue;UVES.2016-06-15T10:24:39.643;NULL;NULL
bias_blue;UVES.2016-06-15T10:25:25.226;NULL;NULL
bias_blue;UVES.2016-06-15T10:26:10.799;NULL;NULL
bias_blue;UVES.2016-06-15T10:26:56.372;NULL;NULL
bias_blue;UVES.2016-06-15T10:27:41.976;NULL;NULL
bias_blue;UVES.2016-06-16T10:20:24.046;NULL;NULL
bias_blue;UVES.2016-06-16T10:21:09.629;NULL;NULL
bias_blue;UVES.2016-06-16T10:21:55.212;NULL;NULL
bias_blue;UVES.2016-06-16T10:22:40.796;NULL;NULL
bias_blue;UVES.2016-06-16T10:23:26.380;NULL;NULL
bias_blue;UVES.2016-06-17T11:09:14.458;NULL;NULL
bias_blue;UVES.2016-06-17T11:10:00.042;NULL;NULL
bias_blue;UVES.2016-06-17T11:10:45.635;NULL;NULL
bias_blue;UVES.2016-06-17T11:11:31.218;NULL;NULL
bias_blue;UVES.2016-06-17T11:12:16.802;NULL;NULL
bias_blue;UVES.2016-06-18T11:11:30.608;NULL;NULL
bias_blue;UVES.2016-06-18T11:12:16.192;NULL;NULL
bias_blue;UVES.2016-06-18T11:13:01.775;NULL;NULL
bias_blue;UVES.2016-06-18T11:13:47.358;NULL;NULL
bias_blue;UVES.2016-06-18T11:14:32.941;NULL;NULL
bias_blue;UVES.2016-06-19T10:50:36.350;NULL;NULL
bias_blue;UVES.2016-06-19T10:51:21.933;NULL;NULL
bias_blue;UVES.2016-06-19T10:52:07.517;NULL;NULL
bias_blue;UVES.2016-06-19T10:52:53.100;NULL;NULL
bias_blue;UVES.2016-06-19T10:53:38.684;NULL;NULL
bias_blue;UVES.2016-06-20T11:06:50.195;NULL;NULL
bias_blue;UVES.2016-06-20T11:07:35.778;NULL;NULL
bias_blue;UVES.2016-06-20T11:08:21.362;NULL;NULL
bias_blue;UVES.2016-06-20T11:09:06.945;NULL;NULL
bias_blue;UVES.2016-06-20T11:09:52.528;NULL;NULL
bias_blue;UVES.2016-06-21T10:27:16.438;NULL;NULL
bias_blue;UVES.2016-06-21T10:28:47.605;NULL;NULL
bias_blue;UVES.2016-06-21T10:29:33.188;NULL;NULL
bias_blue;UVES.2016-06-21T10:30:18.771;NULL;NULL
bias_blue;UVES.2016-06-22T10:55:33.590;NULL;NULL
bias_blue;UVES.2016-06-22T10:56:19.174;NULL;NULL
bias_blue;UVES.2016-06-22T10:57:04.748;NULL;NULL
bias_blue;UVES.2016-06-22T10:57:50.321;NULL;NULL
bias_blue;UVES.2016-06-22T10:58:35.884;NULL;NULL
bias_blue;UVES.2016-06-23T14:30:18.734;NULL;NULL
bias_blue;UVES.2016-06-23T14:31:04.317;NULL;NULL
bias_blue;UVES.2016-06-23T14:31:49.900;NULL;NULL
bias_blue;UVES.2016-06-23T14:32:35.484;NULL;NULL
bias_blue;UVES.2016-06-23T14:33:21.068;NULL;NULL
bias_blue;UVES.2016-06-24T09:29:03.102;NULL;NULL
bias_blue;UVES.2016-06-24T09:29:48.686;NULL;NULL
bias_blue;UVES.2016-06-24T09:30:34.259;NULL;NULL
bias_blue;UVES.2016-06-24T09:31:19.843;NULL;NULL
bias_blue;UVES.2016-06-24T09:32:05.416;NULL;NULL
bias_blue;UVES.2016-06-26T15:31:39.622;NULL;NULL
bias_blue;UVES.2016-06-26T15:32:25.216;NULL;NULL
bias_blue;UVES.2016-06-26T15:33:10.789;NULL;NULL
bias_blue;UVES.2016-06-26T15:33:56.362;NULL;NULL
bias_blue;UVES.2016-06-26T15:34:41.937;NULL;NULL
bias_blue;UVES.2016-06-27T10:30:54.226;NULL;NULL
bias_blue;UVES.2016-06-27T10:31:39.819;NULL;NULL
bias_blue;UVES.2016-06-27T10:32:25.403;NULL;NULL
bias_blue;UVES.2016-06-27T10:33:10.985;NULL;NULL
bias_blue;UVES.2016-06-27T10:33:56.569;NULL;NULL
bias_blue;UVES.2016-06-28T10:54:08.429;NULL;NULL
bias_blue;UVES.2016-06-28T10:54:54.012;NULL;NULL
bias_blue;UVES.2016-06-28T10:55:39.595;NULL;NULL
bias_blue;UVES.2016-06-28T10:56:25.178;NULL;NULL
bias_blue;UVES.2016-06-28T10:57:10.762;NULL;NULL
bias_blue;UVES.2016-06-29T11:09:50.030;NULL;NULL
bias_blue;UVES.2016-06-29T11:10:35.613;NULL;NULL
bias_blue;UVES.2016-06-29T11:11:21.197;NULL;NULL
bias_blue;UVES.2016-06-29T11:12:06.781;NULL;NULL
bias_blue;UVES.2016-06-29T11:12:52.365;NULL;NULL
bias_blue;UVES.2016-06-30T11:05:21.570;NULL;NULL
bias_blue;UVES.2016-06-30T11:06:07.154;NULL;NULL
bias_blue;UVES.2016-06-30T11:06:52.737;NULL;NULL
bias_blue;UVES.2016-06-30T11:07:38.321;NULL;NULL
bias_blue;UVES.2016-06-30T11:08:23.904;NULL;NULL
bias_blue;UVES.2016-07-01T10:21:12.513;NULL;NULL
bias_blue;UVES.2016-07-01T10:21:58.097;NULL;NULL
bias_blue;UVES.2016-07-01T10:22:43.670;NULL;NULL
bias_blue;UVES.2016-07-01T10:23:29.244;NULL;NULL
bias_blue;UVES.2016-07-01T10:24:14.817;NULL;NULL
bias_blue;UVES.2016-07-02T10:44:20.426;NULL;NULL
bias_blue;UVES.2016-07-02T10:45:06.021;NULL;NULL
bias_blue;UVES.2016-07-02T10:45:51.604;NULL;NULL
bias_blue;UVES.2016-07-02T10:46:37.178;NULL;NULL
bias_blue;UVES.2016-07-02T10:47:22.751;NULL;NULL
bias_blue;UVES.2016-07-03T09:28:49.620;NULL;NULL
bias_blue;UVES.2016-07-03T09:29:35.204;NULL;NULL
bias_blue;UVES.2016-07-03T09:30:20.797;NULL;NULL
bias_blue;UVES.2016-07-03T09:31:06.381;NULL;NULL
bias_blue;UVES.2016-07-03T09:31:51.965;NULL;NULL
bias_blue;UVES.2016-07-04T09:24:07.775;NULL;NULL
bias_blue;UVES.2016-07-04T09:24:53.359;NULL;NULL
bias_blue;UVES.2016-07-04T09:25:38.933;NULL;NULL
bias_blue;UVES.2016-07-04T09:26:24.535;NULL;NULL
bias_blue;UVES.2016-07-04T09:27:10.109;NULL;NULL
bias_blue;UVES.2016-07-05T07:19:55.757;NULL;NULL
bias_blue;UVES.2016-07-05T07:20:41.340;NULL;NULL
bias_blue;UVES.2016-07-05T07:21:26.914;NULL;NULL
bias_blue;UVES.2016-07-05T07:22:12.487;NULL;NULL
bias_blue;UVES.2016-07-05T07:22:58.060;NULL;NULL
bias_blue;UVES.2016-07-05T12:59:24.144;NULL;NULL
bias_blue;UVES.2016-07-05T13:00:09.727;NULL;NULL
bias_blue;UVES.2016-07-05T13:00:55.301;NULL;NULL
bias_blue;UVES.2016-07-05T13:01:40.874;NULL;NULL
bias_blue;UVES.2016-07-05T13:02:26.447;NULL;NULL
bias_blue;UVES.2016-07-06T10:35:39.760;NULL;NULL
bias_blue;UVES.2016-07-06T10:36:25.343;NULL;NULL
bias_blue;UVES.2016-07-06T10:37:10.907;NULL;NULL
bias_blue;UVES.2016-07-06T10:37:56.480;NULL;NULL
bias_blue;UVES.2016-07-06T10:38:42.064;NULL;NULL
bias_blue;UVES.2016-07-07T10:26:49.118;NULL;NULL
bias_blue;UVES.2016-07-07T10:27:34.702;NULL;NULL
bias_blue;UVES.2016-07-07T10:28:20.286;NULL;NULL
bias_blue;UVES.2016-07-07T10:29:05.870;NULL;NULL
bias_blue;UVES.2016-07-07T10:29:51.452;NULL;NULL
bias_blue;UVES.2016-07-08T09:46:15.608;NULL;NULL
bias_blue;UVES.2016-07-08T09:47:01.191;NULL;NULL
bias_blue;UVES.2016-07-08T09:47:46.765;NULL;NULL
bias_blue;UVES.2016-07-08T09:48:32.348;NULL;NULL
bias_blue;UVES.2016-07-08T09:49:17.932;NULL;NULL
bias_blue;UVES.2016-07-09T10:36:46.591;NULL;NULL
bias_blue;UVES.2016-07-09T10:37:32.174;NULL;NULL
bias_blue;UVES.2016-07-09T10:38:17.757;NULL;NULL
bias_blue;UVES.2016-07-09T10:39:03.341;NULL;NULL
bias_blue;UVES.2016-07-09T10:39:48.924;NULL;NULL
